year,geography,state,source_family,table_id,table_title,variable_id,variable_path,source_label,value,unit,value_type,universe,publication_or_dataset,printed_page,official_source_url,notes
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020021,Total!!Asia!!Year of entry before 1980!!Not a citizen,Not a citizen,2965,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020022,Total!!Africa,Africa,4874,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020023,Total!!Africa!!Year of entry 1990 to March 2000,Year of entry 1990 to March 2000,2093,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020024,Total!!Africa!!Year of entry 1990 to March 2000!!Naturalized citizen,Naturalized citizen,402,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020025,Total!!Africa!!Year of entry 1990 to March 2000!!Not a citizen,Not a citizen,1691,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020026,Total!!Africa!!Year of entry 1980 to 1989,Year of entry 1980 to 1989,1276,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020027,Total!!Africa!!Year of entry 1980 to 1989!!Naturalized citizen,Naturalized citizen,863,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020028,Total!!Africa!!Year of entry 1980 to 1989!!Not a citizen,Not a citizen,413,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020029,Total!!Africa!!Year of entry before 1980,Year of entry before 1980,1505,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020030,Total!!Africa!!Year of entry before 1980!!Naturalized citizen,Naturalized citizen,1369,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020031,Total!!Africa!!Year of entry before 1980!!Not a citizen,Not a citizen,136,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020032,Total!!Oceania,Oceania,319,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020033,Total!!Oceania!!Year of entry 1990 to March 2000,Year of entry 1990 to March 2000,180,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020034,Total!!Oceania!!Year of entry 1990 to March 2000!!Naturalized citizen,Naturalized citizen,0,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020035,Total!!Oceania!!Year of entry 1990 to March 2000!!Not a citizen,Not a citizen,180,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020036,Total!!Oceania!!Year of entry 1980 to 1989,Year of entry 1980 to 1989,32,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020037,Total!!Oceania!!Year of entry 1980 to 1989!!Naturalized citizen,Naturalized citizen,6,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020038,Total!!Oceania!!Year of entry 1980 to 1989!!Not a citizen,Not a citizen,26,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020039,Total!!Oceania!!Year of entry before 1980,Year of entry before 1980,107,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020040,Total!!Oceania!!Year of entry before 1980!!Naturalized citizen,Naturalized citizen,93,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020041,Total!!Oceania!!Year of entry before 1980!!Not a citizen,Not a citizen,14,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020042,Total!!Americas,Americas,61254,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020043,Total!!Americas!!Latin America,Latin America,58904,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020044,Total!!Americas!!Latin America!!Caribbean,Caribbean,19890,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020045,Total!!Americas!!Latin America!!Caribbean!!Year of entry 1990 to March 2000,Year of entry 1990 to March 2000,4111,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020046,Total!!Americas!!Latin America!!Caribbean!!Year of entry 1990 to March 2000!!Naturalized citizen,Naturalized citizen,831,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020047,Total!!Americas!!Latin America!!Caribbean!!Year of entry 1990 to March 2000!!Not a citizen,Not a citizen,3280,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020048,Total!!Americas!!Latin America!!Caribbean!!Year of entry 1980 to 1989,Year of entry 1980 to 1989,5615,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020049,Total!!Americas!!Latin America!!Caribbean!!Year of entry 1980 to 1989!!Naturalized citizen,Naturalized citizen,3125,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020050,Total!!Americas!!Latin America!!Caribbean!!Year of entry 1980 to 1989!!Not a citizen,Not a citizen,2490,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020051,Total!!Americas!!Latin America!!Caribbean!!Year of entry before 1980,Year of entry before 1980,10164,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020052,Total!!Americas!!Latin America!!Caribbean!!Year of entry before 1980!!Naturalized citizen,Naturalized citizen,8554,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020053,Total!!Americas!!Latin America!!Caribbean!!Year of entry before 1980!!Not a citizen,Not a citizen,1610,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020054,Total!!Americas!!Latin America!!Central America,Central America,10445,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020055,Total!!Americas!!Latin America!!Central America!!Mexico,Mexico,3038,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020056,Total!!Americas!!Latin America!!Central America!!Mexico!!Year of entry 1990 to March 2000,Year of entry 1990 to March 2000,2136,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020057,Total!!Americas!!Latin America!!Central America!!Mexico!!Year of entry 1990 to March 2000!!Naturalized citizen,Naturalized citizen,113,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020058,Total!!Americas!!Latin America!!Central America!!Mexico!!Year of entry 1990 to March 2000!!Not a citizen,Not a citizen,2023,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020059,Total!!Americas!!Latin America!!Central America!!Mexico!!Year of entry 1980 to 1989,Year of entry 1980 to 1989,587,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020060,Total!!Americas!!Latin America!!Central America!!Mexico!!Year of entry 1980 to 1989!!Naturalized citizen,Naturalized citizen,179,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020061,Total!!Americas!!Latin America!!Central America!!Mexico!!Year of entry 1980 to 1989!!Not a citizen,Not a citizen,408,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020062,Total!!Americas!!Latin America!!Central America!!Mexico!!Year of entry before 1980,Year of entry before 1980,315,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020063,Total!!Americas!!Latin America!!Central America!!Mexico!!Year of entry before 1980!!Naturalized citizen,Naturalized citizen,220,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020064,Total!!Americas!!Latin America!!Central America!!Mexico!!Year of entry before 1980!!Not a citizen,Not a citizen,95,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020065,Total!!Americas!!Latin America!!Central America!!Other Central America,Other Central America,7407,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020066,Total!!Americas!!Latin America!!Central America!!Other Central America!!Year of entry 1990 to March 2000,Year of entry 1990 to March 2000,4018,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020067,Total!!Americas!!Latin America!!Central America!!Other Central America!!Year of entry 1990 to March 2000!!Naturalized citizen,Naturalized citizen,394,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020068,Total!!Americas!!Latin America!!Central America!!Other Central America!!Year of entry 1990 to March 2000!!Not a citizen,Not a citizen,3624,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020069,Total!!Americas!!Latin America!!Central America!!Other Central America!!Year of entry 1980 to 1989,Year of entry 1980 to 1989,2182,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020070,Total!!Americas!!Latin America!!Central America!!Other Central America!!Year of entry 1980 to 1989!!Naturalized citizen,Naturalized citizen,783,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020071,Total!!Americas!!Latin America!!Central America!!Other Central America!!Year of entry 1980 to 1989!!Not a citizen,Not a citizen,1399,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020072,Total!!Americas!!Latin America!!Central America!!Other Central America!!Year of entry before 1980,Year of entry before 1980,1207,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020073,Total!!Americas!!Latin America!!Central America!!Other Central America!!Year of entry before 1980!!Naturalized citizen,Naturalized citizen,1044,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020074,Total!!Americas!!Latin America!!Central America!!Other Central America!!Year of entry before 1980!!Not a citizen,Not a citizen,163,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020075,Total!!Americas!!Latin America!!South America,South America,28569,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020076,Total!!Americas!!Latin America!!South America!!Year of entry 1990 to March 2000,Year of entry 1990 to March 2000,11624,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020077,Total!!Americas!!Latin America!!South America!!Year of entry 1990 to March 2000!!Naturalized citizen,Naturalized citizen,1484,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020078,Total!!Americas!!Latin America!!South America!!Year of entry 1990 to March 2000!!Not a citizen,Not a citizen,10140,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020079,Total!!Americas!!Latin America!!South America!!Year of entry 1980 to 1989,Year of entry 1980 to 1989,8969,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020080,Total!!Americas!!Latin America!!South America!!Year of entry 1980 to 1989!!Naturalized citizen,Naturalized citizen,4550,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020081,Total!!Americas!!Latin America!!South America!!Year of entry 1980 to 1989!!Not a citizen,Not a citizen,4419,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020082,Total!!Americas!!Latin America!!South America!!Year of entry before 1980,Year of entry before 1980,7976,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020083,Total!!Americas!!Latin America!!South America!!Year of entry before 1980!!Naturalized citizen,Naturalized citizen,6499,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020084,Total!!Americas!!Latin America!!South America!!Year of entry before 1980!!Not a citizen,Not a citizen,1477,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020085,Total!!Americas!!Northern America,Northern America,2350,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020086,Total!!Americas!!Northern America!!Year of entry 1990 to March 2000,Year of entry 1990 to March 2000,793,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020087,Total!!Americas!!Northern America!!Year of entry 1990 to March 2000!!Naturalized citizen,Naturalized citizen,104,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020088,Total!!Americas!!Northern America!!Year of entry 1990 to March 2000!!Not a citizen,Not a citizen,689,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020089,Total!!Americas!!Northern America!!Year of entry 1980 to 1989,Year of entry 1980 to 1989,290,persons,derived_exact,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020090,Total!!Americas!!Northern America!!Year of entry 1980 to 1989!!Naturalized citizen,Naturalized citizen,117,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
2000,Bergen County,New Jersey,SF3,PCT20,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,PCT020091,Total!!Americas!!Northern America!!Year of entry 1980 to 1989!!Not a citizen,Not a citizen,173,persons,reported,Foreign-born population,Census 2000 Summary File 3 (SF 3),,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,SF3 sample data.
