year,source_period,geography,european_group,group_type,european_subregion,hierarchy_level,population,margin_of_error,unit,measure_scope,historical_comparability,standard_variable,parent_label,source_label,table_id,table,crosswalk_id,publication,official_source_url,source_file,verification_status,notes
2010,2006-2010,Bergen County,Lithuania,country_or_area,Eastern Europe,2,224,105,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_lithuania,Europe > Eastern Europe,Estimate!!Total!!Europe!!Eastern Europe!!Lithuania,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-035,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=105; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Macedonia,country_or_area,Eastern Europe,2,1058,311,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_macedonia,Europe > Eastern Europe,Estimate!!Total!!Europe!!Eastern Europe!!Macedonia,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-036,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=311; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Moldova,country_or_area,Eastern Europe,2,300,194,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_moldova,Europe > Eastern Europe,Estimate!!Total!!Europe!!Eastern Europe!!Moldova,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-037,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=194; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Poland,country_or_area,Eastern Europe,2,12995,1083,persons,foreign_born_population,unknown,foreign_born_country_of_birth_poland,Europe > Eastern Europe,Estimate!!Total!!Europe!!Eastern Europe!!Poland,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-038,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=1083; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Romania,country_or_area,Eastern Europe,2,1245,367,persons,foreign_born_population,unknown,foreign_born_country_of_birth_romania,Europe > Eastern Europe,Estimate!!Total!!Europe!!Eastern Europe!!Romania,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-039,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=367; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Russia,country_or_area,Eastern Europe,2,5248,662,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_russia,Europe > Eastern Europe,Estimate!!Total!!Europe!!Eastern Europe!!Russia,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-040,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=662; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Ukraine,country_or_area,Eastern Europe,2,3323,537,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_ukraine,Europe > Eastern Europe,Estimate!!Total!!Europe!!Eastern Europe!!Ukraine,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-041,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=537; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Bosnia and Herzegovina,country_or_area,Eastern Europe,2,303,158,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_bosnia_and_herzegovina,Europe > Eastern Europe,Estimate!!Total!!Europe!!Eastern Europe!!Bosnia and Herzegovina,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-042,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=158; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Yugoslavia,legacy_multi_country_area,Eastern Europe,2,1247,358,persons,foreign_born_population,unknown,foreign_born_country_of_birth_yugoslavia,Europe > Eastern Europe,Estimate!!Total!!Europe!!Eastern Europe!!Yugoslavia,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-043,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=358; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Serbia,country_or_area,Eastern Europe,3,172,103,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_yugoslavia_serbia,Europe > Eastern Europe > Yugoslavia,Estimate!!Total!!Europe!!Eastern Europe!!Yugoslavia!!Serbia,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-044,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=103; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Other Eastern Europe,residual_category,Eastern Europe,2,567,324,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_other_eastern_europe,Europe > Eastern Europe,Estimate!!Total!!Europe!!Eastern Europe!!Other Eastern Europe,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-045,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=324; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,"Europe, n.e.c.",residual_category,,1,82,68,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_europe_n_e_c,Europe,"Estimate!!Total!!Europe!!Europe, n.e.c.",B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-046,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=68; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2020,2016-2020,Bergen County,Europe,region_total,,0,57406,2511,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe,,Estimate!!Total:!!Europe:,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-005,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=2511; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Northern Europe,subregion_total,Northern Europe,1,5406,797,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_northern_europe,Europe,Estimate!!Total:!!Europe:!!Northern Europe:,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-006,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=797; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Denmark,country_or_area,Northern Europe,2,117,102,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_northern_europe_denmark,Europe > Northern Europe,Estimate!!Total:!!Europe:!!Northern Europe:!!Denmark,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-007,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=102; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Ireland,country_or_area,Northern Europe,2,2052,647,persons,foreign_born_population,unknown,foreign_born_country_of_birth_ireland,Europe > Northern Europe,Estimate!!Total:!!Europe:!!Northern Europe:!!Ireland,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-008,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=647; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Norway,country_or_area,Northern Europe,2,116,76,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_northern_europe_norway,Europe > Northern Europe,Estimate!!Total:!!Europe:!!Northern Europe:!!Norway,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-009,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=76; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Sweden,country_or_area,Northern Europe,2,131,91,persons,foreign_born_population,unknown,foreign_born_country_of_birth_sweden,Europe > Northern Europe,Estimate!!Total:!!Europe:!!Northern Europe:!!Sweden,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-010,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=91; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,United Kingdom (inc. Crown Dependencies),country_or_area,Northern Europe,2,2917,391,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_northern_europe_united_kingdom_inc_crown_dependencies,Europe > Northern Europe,Estimate!!Total:!!Europe:!!Northern Europe:!!United Kingdom (inc. Crown Dependencies):,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-011,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=391; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,"United Kingdom, excluding England and Scotland",country_component,Northern Europe,3,1258,261,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_northern_europe_united_kingdom_inc_crown_dependencies_united_kingdom_excluding_england_and_scotland,Europe > Northern Europe > United Kingdom (inc. Crown Dependencies),"Estimate!!Total:!!Europe:!!Northern Europe:!!United Kingdom (inc. Crown Dependencies):!!United Kingdom, excluding England and Scotland",B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-012,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=261; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,England,country_component,Northern Europe,3,1216,260,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_northern_europe_united_kingdom_inc_crown_dependencies_england,Europe > Northern Europe > United Kingdom (inc. Crown Dependencies),Estimate!!Total:!!Europe:!!Northern Europe:!!United Kingdom (inc. Crown Dependencies):!!England,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-013,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=260; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Scotland,country_component,Northern Europe,3,443,170,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_northern_europe_united_kingdom_inc_crown_dependencies_scotland,Europe > Northern Europe > United Kingdom (inc. Crown Dependencies),Estimate!!Total:!!Europe:!!Northern Europe:!!United Kingdom (inc. Crown Dependencies):!!Scotland,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-014,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=170; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Other Northern Europe,residual_category,Northern Europe,2,73,52,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_northern_europe_other_northern_europe,Europe > Northern Europe,Estimate!!Total:!!Europe:!!Northern Europe:!!Other Northern Europe,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-015,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=52; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Western Europe,subregion_total,Western Europe,1,4582,542,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_western_europe,Europe,Estimate!!Total:!!Europe:!!Western Europe:,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-016,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=542; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Austria,country_or_area,Western Europe,2,367,303,persons,foreign_born_population,unknown,foreign_born_country_of_birth_austria,Europe > Western Europe,Estimate!!Total:!!Europe:!!Western Europe:!!Austria,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-017,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=303; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Belgium,country_or_area,Western Europe,2,263,134,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_western_europe_belgium,Europe > Western Europe,Estimate!!Total:!!Europe:!!Western Europe:!!Belgium,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-018,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=134; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,France,country_or_area,Western Europe,2,818,241,persons,foreign_born_population,unknown,foreign_born_country_of_birth_france,Europe > Western Europe,Estimate!!Total:!!Europe:!!Western Europe:!!France,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-019,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=241; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Germany,country_or_area,Western Europe,2,2537,340,persons,foreign_born_population,unknown,foreign_born_country_of_birth_germany,Europe > Western Europe,Estimate!!Total:!!Europe:!!Western Europe:!!Germany,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-020,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=340; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Netherlands,country_or_area,Western Europe,2,263,112,persons,foreign_born_population,unknown,foreign_born_country_of_birth_netherlands,Europe > Western Europe,Estimate!!Total:!!Europe:!!Western Europe:!!Netherlands,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-021,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=112; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Switzerland,country_or_area,Western Europe,2,218,98,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_western_europe_switzerland,Europe > Western Europe,Estimate!!Total:!!Europe:!!Western Europe:!!Switzerland,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-022,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=98; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Other Western Europe,residual_category,Western Europe,2,116,158,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_western_europe_other_western_europe,Europe > Western Europe,Estimate!!Total:!!Europe:!!Western Europe:!!Other Western Europe,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-023,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=158; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Southern Europe,subregion_total,Southern Europe,1,11714,970,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_southern_europe,Europe,Estimate!!Total:!!Europe:!!Southern Europe:,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-024,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=970; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Greece,country_or_area,Southern Europe,2,1657,364,persons,foreign_born_population,unknown,foreign_born_country_of_birth_greece,Europe > Southern Europe,Estimate!!Total:!!Europe:!!Southern Europe:!!Greece,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-025,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=364; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Italy,country_or_area,Southern Europe,2,6927,770,persons,foreign_born_population,unknown,foreign_born_country_of_birth_italy,Europe > Southern Europe,Estimate!!Total:!!Europe:!!Southern Europe:!!Italy,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-026,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=770; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Portugal,country_or_area,Southern Europe,2,1770,398,persons,foreign_born_population,unknown,foreign_born_country_of_birth_portugal,Europe > Southern Europe,Estimate!!Total:!!Europe:!!Southern Europe:!!Portugal,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-027,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=398; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Azores Islands,country_or_area,Southern Europe,3,53,58,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_southern_europe_portugal_azores_islands,Europe > Southern Europe > Portugal,Estimate!!Total:!!Europe:!!Southern Europe:!!Portugal!!Azores Islands,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-198,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=58; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Spain,country_or_area,Southern Europe,2,1351,331,persons,foreign_born_population,unknown,foreign_born_country_of_birth_spain,Europe > Southern Europe,Estimate!!Total:!!Europe:!!Southern Europe:!!Spain,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-028,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=331; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Other Southern Europe,residual_category,Southern Europe,2,9,13,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_southern_europe_other_southern_europe,Europe > Southern Europe,Estimate!!Total:!!Europe:!!Southern Europe:!!Other Southern Europe,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-029,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=13; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Eastern Europe,subregion_total,Eastern Europe,1,35568,2279,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe,Europe,Estimate!!Total:!!Europe:!!Eastern Europe:,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-030,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=2279; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Albania,country_or_area,Eastern Europe,2,2040,515,persons,foreign_born_population,unknown,foreign_born_country_of_birth_europe_eastern_europe_albania,Europe > Eastern Europe,Estimate!!Total:!!Europe:!!Eastern Europe:!!Albania,B05006,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-031,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=515; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
